Fix,Latitude,Longitude
GELIP,S 23 03 48.00,W 050 46 22.80
GELOV,S 22 40 27.70,W 055 02 09.10
GELUT,S 22 56 54.60,W 043 30 34.80
GEMAD,S 21 56 45.60,W 041 20 32.40
GEMAS,S 24 20 42.00,W 054 18 48.00
GEMEG,S 09 10 18.68,W 061 32 15.71
GEMEM,S 23 15 49.00,W 042 56 16.00
GEMIX,S 29 58 54.62,W 050 58 31.17
GEMOD,S 25 33 46.19,W 049 58 13.05
GEMOK,S 21 04 43.49,W 050 49 07.67
GEMOL,N 04 21 22.80,W 059 41 13.80
GEMSO,S 23 06 05.45,W 045 59 59.85
GEMUB,S 25 29 37.37,W 054 20 52.33
GEMUV,S 21 00 43.69,W 044 26 00.42
GENAP,S 15 31 26.52,W 057 44 59.74
GENAT,N 02 30 34.91,W 055 20 28.52
GENBI,S 23 02 25.34,W 047 27 44.61
GENED,S 20 34 48.07,W 044 12 38.66
GENKO,S 23 15 45.49,W 045 43 12.34
GENUS,S 30 34 28.80,W 051 33 01.20
GEPGU,S 25 30 41.48,W 048 28 31.59
GEPNA,S 20 03 45.53,W 043 54 29.17
GEPSI,S 02 41 07.80,W 060 18 29.21
GEPVO,S 26 01 40.80,W 048 48 15.60
GERBO,S 20 12 35.67,W 046 59 08.46
GERKA,S 25 38 20.79,W 049 37 38.98
GERSU,S 23 30 41.00,W 046 44 10.10
GERTA,S 19 27 26.71,W 043 38 19.54
GESBO,S 25 00 28.43,W 046 40 29.03
GESDA,S 26 50 32.69,W 048 47 10.05
GESI,S 13 00 31.80,W 059 57 30.00
GESKI,S 22 19 43.20,W 040 20 38.40
GESLA,S 21 50 29.10,W 040 02 13.77
GESLI,S 25 27 20.34,W 048 43 18.65
GESNU,S 23 14 15.25,W 049 44 17.65
GETMA,S 14 23 47.85,W 058 13 17.14
GETPO,S 22 33 54.60,W 041 00 08.40
GETVI,S 29 22 14.40,W 050 05 32.40
GEVGA,S 22 09 45.59,W 046 05 23.49
GEVMI,S 16 51 10.80,W 044 44 16.80
GEVMO,S 13 02 38.90,W 038 31 06.10
GEVMU,S 09 50 11.28,W 067 50 35.24
GEVPU,S 25 26 29.14,W 048 52 18.54
GEVRI,S 24 02 35.64,W 048 10 31.72
GIANT,S 11 35 42.60,W 034 21 49.80
GIBNO,S 26 50 48.37,W 048 35 51.12
GIBTA,S 25 31 58.80,W 049 00 20.40
GIBTO,S 04 42 59.20,W 037 04 54.85
GIDLO,S 22 21 13.80,W 040 50 30.60
GIDMA,S 05 46 57.60,W 035 17 13.80
GIDMI,S 23 17 47.03,W 046 30 56.01
GIDOD,S 19 37 25.20,W 040 01 57.00
GIDVA,S 27 23 52.40,W 048 26 19.07
GIGDU,S 30 06 29.44,W 051 49 55.38
GIGLA,S 19 50 54.60,W 044 23 32.40
GIGLI,S 08 56 55.20,W 038 16 25.80
GIGNO,S 29 29 56.15,W 050 28 12.64
GIGSO,S 22 33 34.30,W 043 33 48.77
GIGTI,S 14 41 54.15,W 048 33 42.02
GIKLU,S 23 25 34.88,W 049 26 25.05
GIKMO,S 10 50 53.50,W 036 58 31.40
GIKPO,S 21 43 49.80,W 041 14 59.40
GIKPU,S 10 51 20.00,W 036 57 58.30
GIKRA,S 01 43 10.20,W 061 08 24.00
GIKRI,S 20 03 19.20,W 042 07 14.40
GIKRO,S 22 50 13.51,W 042 58 22.53
GIKTO,S 15 55 20.40,W 039 07 20.40
GIKTU,S 22 02 46.20,W 045 27 43.20
GIKVA,S 20 33 23.15,W 054 47 09.75
GIKVI,S 04 33 25.21,W 058 45 01.24
GILGI,S 29 58 36.83,W 050 46 56.63
GILGO,S 23 28 59.40,W 046 39 52.80
GILNI,S 19 11 45.68,W 044 43 45.74
GIMKA,S 23 28 43.65,W 046 38 54.87
GIMPU,S 29 53 38.85,W 050 54 51.29
GIMSO,S 25 06 46.37,W 049 23 31.99
GINO,S 23 02 40.80,W 044 59 49.80
GIRAL,S 08 24 32.40,W 048 23 03.00
GIRO,S 22 39 48.60,W 047 12 07.20
GITU,S 07 31 09.60,W 072 30 07.20
GLIB,N 02 02 11.40,W 055 31 50.40
GLINT,S 06 27 25.80,W 063 58 12.00
GLOBO,S 24 55 17.40,W 047 16 08.40
GLOVE,S 26 45 04.20,W 048 47 42.00
GLUE,S 29 28 29.40,W 051 15 44.40
GL001,S 22 43 04.80,W 043 09 11.40
GL002,S 22 30 57.60,W 042 45 32.40
GL003,S 22 30 38.40,W 042 56 11.40
GL004,S 22 42 59.40,W 042 58 21.00
GL005,S 22 42 10.52,W 042 52 11.90
GL006,S 22 47 57.26,W 043 24 30.15
GL007,S 22 59 23.40,W 042 58 34.20
GL008,S 22 43 31.14,W 042 57 24.52
GL009,S 22 46 11.88,W 043 07 50.07
GL010,S 22 47 32.00,W 043 13 03.00
GL011,S 22 50 01.91,W 043 22 50.61
GL018,S 22 52 15.98,W 043 05 50.12
GL019,S 22 51 47.22,W 043 11 13.48
GL020,S 22 51 58.74,W 043 09 04.14
GL025,S 22 50 54.77,W 043 12 32.80
GL026,S 23 03 12.00,W 043 10 22.80
GL071,S 22 47 23.47,W 043 37 35.97
GL072,S 22 45 16.27,W 043 28 32.07
GL073,S 22 44 32.88,W 043 25 27.11
GL074,S 22 45 19.85,W 043 20 58.55
GL076,S 22 49 44.82,W 043 14 18.54
GL078,S 22 49 24.76,W 043 02 15.54
GL079,S 22 49 31.40,W 042 58 17.05
GL081,S 22 45 41.40,W 043 05 51.18
GL083,S 22 46 59.98,W 043 10 57.82
GL084,S 22 46 45.18,W 043 25 06.00
GL085,S 22 51 27.49,W 043 14 17.81
GL086,S 22 52 37.76,W 043 15 05.80
GL087,S 22 50 19.80,W 043 13 25.67
GL088,S 22 47 35.29,W 043 17 34.35
GL089,S 22 40 28.68,W 043 12 43.53
GL090,S 22 44 09.55,W 043 14 56.02
GL101,S 22 13 15.23,W 042 50 58.83
GL102,S 22 15 44.46,W 043 01 25.41
GL103,S 22 18 51.52,W 043 14 35.42
GL104,S 22 26 55.88,W 043 31 02.07
GL139,S 22 51 52.15,W 043 02 24.59
GL142,S 22 46 11.88,W 043 07 50.07
GL153,S 22 52 39.65,W 043 09 54.13
GL161,S 22 48 13.20,W 043 16 36.63
GL167,S 22 49 26.40,W 043 20 31.80
GL367,S 22 50 49.39,W 043 07 36.67
GL368,S 22 43 49.56,W 043 09 45.19
GL882,S 22 47 31.69,W 042 55 13.09
GL901,S 22 44 53.92,W 043 26 56.77
GOLD,S 27 09 41.10,W 052 27 50.00
GOLO,S 10 23 35.40,W 065 03 07.20
GOMAL,S 16 29 42.00,W 048 59 51.60
GONIS,S 24 11 10.72,W 048 42 51.81
GONZA,S 15 12 22.20,W 040 14 38.40
GORDO,S 22 03 48.38,W 043 21 07.34
GORI,S 29 57 28.20,W 050 50 48.00
GOSM,S 27 12 43.20,W 052 45 43.20
GO001,S 16 26 35.40,W 049 21 45.60
GO002,S 16 29 59.40,W 049 27 21.60
GO003,S 16 36 22.20,W 049 27 40.20
GO004,S 16 32 31.20,W 049 22 52.20
GO006,S 16 35 03.00,W 049 18 22.20
GO007,S 16 49 14.40,W 049 04 46.20
GO008,S 16 45 49.80,W 048 59 09.00
GO009,S 16 39 27.00,W 048 58 51.00
GO011,S 16 43 18.60,W 049 03 39.60
GO012,S 16 40 46.80,W 049 08 09.60
GO013,S 16 39 46.20,W 049 09 57.60
GO014,S 16 47 34.80,W 049 14 40.80
GO016,S 16 36 03.60,W 049 16 34.20
GO017,S 16 43 52.20,W 049 21 17.40
GO018,S 16 28 15.00,W 049 11 51.60
GP361,S 22 01 45.30,W 048 24 01.50
GP362,S 21 58 22.40,W 048 19 01.80
GP363,S 21 56 44.30,W 048 24 06.90
GP364,S 21 58 31.90,W 048 29 08.30
GP366,S 21 51 43.30,W 048 24 12.30
GP367,S 21 30 01.60,W 048 24 35.60
GP368,S 21 33 24.40,W 048 29 34.40
GP369,S 21 35 02.70,W 048 24 30.20
GP371,S 21 33 14.90,W 048 19 29.60
GP372,S 21 40 03.70,W 048 24 24.80
GRACE,S 16 00 19.80,W 053 49 49.20
GRADE,S 22 40 27.00,W 047 40 52.20
GRAF,S 27 07 09.50,W 052 45 39.90
GRAFO,S 10 38 34.20,W 067 56 01.20
GRAVE,S 02 47 34.20,W 042 35 12.60
GRD04,S 20 28 46.12,W 054 33 52.53
GRD05,S 20 30 28.24,W 054 34 01.99
GRD06,S 20 31 50.65,W 054 34 30.19
GRD07,S 20 32 18.88,W 054 34 44.74
GRD08,S 20 33 29.22,W 054 35 34.73
GRD09,S 20 36 01.50,W 054 40 53.77
GRD10,S 20 35 25.83,W 054 44 21.48
GROIN,S 12 40 43.20,W 044 07 44.40
GROVE,S 22 54 35.40,W 049 16 40.20
GRUDE,S 13 04 40.20,W 040 34 43.80
GRUFF,S 18 20 30.00,W 041 47 27.00
GRUTA,S 02 02 43.20,W 054 16 11.40
GR001,S 23 53 58.38,W 046 15 53.09
GR002,S 23 29 13.65,W 046 40 36.04
GR003,S 23 44 32.60,W 046 16 02.61
GR004,S 23 39 31.64,W 046 16 07.67
GR006,S 23 32 42.34,W 046 16 14.53
GR007,S 23 29 11.98,W 046 40 36.58
GR008,S 23 09 45.00,W 046 19 04.00
GR013,S 23 27 35.24,W 046 34 38.00
GR021,S 23 14 19.32,W 046 27 12.88
GR022,S 22 43 12.42,W 046 46 56.94
GR023,S 22 36 27.46,W 046 58 43.60
GR026,S 23 22 58.50,W 047 11 34.83
GR036,S 23 27 44.10,W 046 34 26.45
GR041,S 23 24 27.61,W 046 22 18.87
GR043,S 23 27 27.00,W 046 34 10.20
GR046,S 23 24 05.40,W 046 21 43.80
GR061,S 23 22 11.08,W 046 35 54.94
GR062,S 23 22 47.76,W 046 37 59.16
GR071,S 23 28 12.42,W 046 36 11.62
GR072,S 23 20 21.06,W 046 33 16.02
GR073,S 22 38 39.77,W 047 24 24.59
GR074,S 22 49 45.00,W 046 52 29.00
GR076,S 22 51 40.00,W 046 46 54.00
GR077,S 22 46 46.00,W 046 32 31.00
GR078,S 22 45 23.00,W 046 28 32.00
GR079,S 22 54 43.00,W 046 24 47.00
GR081,S 23 26 59.64,W 046 27 38.25
GR082,S 23 18 51.61,W 046 18 51.34
GR083,S 23 13 12.97,W 046 22 49.52
GR084,S 22 52 18.83,W 046 30 06.10
GR086,S 22 46 11.67,W 047 02 46.30
GR087,S 22 50 14.96,W 046 42 42.92
GR088,S 22 34 13.73,W 047 37 05.51
GR089,S 22 42 06.22,W 046 17 04.18
GR092,S 23 12 40.43,W 045 48 40.41
GR108,S 23 24 30.39,W 046 28 28.54
GR109,S 23 22 02.33,W 046 34 03.38
GR111,S 23 25 46.83,W 046 32 34.00
GR112,S 23 23 08.98,W 046 35 48.70
GR113,S 23 25 05.96,W 046 36 29.65
GR114,S 23 24 51.11,W 046 33 42.75
GR116,S 23 25 06.33,W 046 36 27.25
GR117,S 23 27 19.64,W 046 32 55.73
GR118,S 23 24 46.76,W 046 33 48.12
GR119,S 23 27 08.97,W 046 33 03.10
GR401,S 23 25 49.07,W 046 45 29.08
GR501,S 23 22 31.20,W 046 36 00.60
GR502,S 23 19 01.20,W 046 25 18.60
GR602,S 23 24 30.21,W 046 48 25.84
GR703,S 23 23 12.54,W 046 51 21.80
GR718,S 23 10 23.18,W 046 28 48.59
GR719,S 22 48 31.28,W 046 37 38.63
GR722,S 23 18 04.74,W 046 37 22.35
GUARI,S 18 34 43.80,W 048 21 58.80
GUDE,S 07 54 07.80,W 049 16 27.60
GUEST,S 05 40 23.40,W 043 06 28.20
GUIMA,S 09 16 24.00,W 064 16 24.60
GUSOD,S 14 39 57.60,W 033 18 10.80
GUTOI,S 04 07 16.00,W 039 40 04.00
GUTOL,S 20 07 52.13,W 047 09 34.09
GUTUL,S 03 52 04.06,W 047 06 29.57
GUVEP,S 25 34 47.40,W 051 45 33.60
GUVI,S 05 13 09.00,W 047 06 59.40
GUVUL,S 08 09 40.80,W 063 31 23.40
GUVUX,S 23 06 06.60,W 045 38 45.00
GUXAT,S 30 01 47.40,W 054 06 15.60
GUXER,S 09 14 11.40,W 037 49 27.60
GUXOM,S 19 53 16.80,W 043 50 19.80
GUXUL,S 27 33 59.10,W 048 44 10.13
GW001,S 22 53 16.91,W 045 21 35.83
GW002,S 22 53 18.30,W 045 04 15.79
GW003,S 22 42 20.61,W 045 11 38.47
GW004,S 22 37 34.30,W 045 09 58.28
GW006,S 22 39 19.80,W 045 03 46.08
GW009,S 22 40 26.09,W 045 10 58.38
GW013,S 22 46 18.50,W 045 12 18.89
GW016,S 22 47 03.39,W 045 12 26.53
HABIT,S 10 19 14.40,W 039 57 44.40
HALEX,S 23 42 07.94,W 046 05 14.79
HAMBU,S 14 29 03.60,W 043 31 28.80
HARDY,S 21 39 20.40,W 048 58 45.00
HASTE,S 21 06 25.80,W 048 20 36.00
HATCH,S 15 36 21.00,W 045 02 55.80
IALT,S 02 41 38.80,W 044 18 31.42
IATO,S 05 20 16.20,W 036 56 09.00
IBAG,S 25 05 24.00,W 053 14 42.00
IBAGA,S 05 19 04.20,W 034 55 58.20
IBDAL,S 23 12 26.68,W 049 21 49.40
IBDAN,S 08 07 30.07,W 051 51 20.18
IBDEG,S 25 40 28.13,W 049 00 42.80
IBDIK,S 22 57 49.80,W 046 16 48.00
IBDOD,S 27 36 03.97,W 048 40 18.40
IBDOS,S 29 58 44.40,W 053 49 03.00
IBDUV,S 21 31 09.33,W 051 04 02.46
IC001,S 19 27 49.91,W 044 07 31.47
IC002,S 19 27 18.66,W 044 08 00.22
IGAPO,S 05 36 10.20,W 061 49 31.20
IGOP,S 09 18 14.32,W 056 28 06.18
IG001,S 23 28 20.15,W 046 36 28.70
IJF01,S 21 54 15.15,W 043 23 40.05
IJF02,S 21 51 14.89,W 043 23 27.53
IJF03,S 21 48 45.79,W 043 23 17.18
IJF04,S 21 47 53.88,W 043 23 13.58
ILBEK,S 25 35 05.11,W 051 23 30.02
ILBEM,S 01 48 05.40,W 055 03 27.00
ILBER,S 25 33 02.40,W 049 54 18.00
ILGER,S 17 27 01.80,W 010 00 00.60
ILKIV,S 19 52 06.97,W 052 33 39.94
ILKOD,S 05 44 03.00,W 063 09 40.20
ILKOK,S 23 34 58.08,W 046 26 14.25
ILKOV,S 14 34 37.80,W 039 21 57.00
ILKOX,S 13 22 25.20,W 035 32 45.00
ILKUK,S 11 07 20.40,W 037 10 10.80
ILKUP,S 02 44 28.80,W 060 20 47.40
ILMAB,S 22 02 12.03,W 041 30 28.83
ILMAN,S 01 29 36.60,W 049 08 07.20
ILMAT,S 03 07 24.22,W 059 53 45.96
ILMED,S 25 31 52.20,W 054 34 13.80
ILMIG,S 22 58 02.82,W 045 09 45.44
ILMIS,S 24 40 48.33,W 053 03 27.26
ILMOK,S 13 00 33.60,W 056 51 08.40
ILMOM,S 30 09 10.53,W 051 12 07.85
ILMUB,S 23 21 58.20,W 043 30 52.98
ILMUD,S 23 33 05.96,W 047 18 18.36
ILMUN,S 25 31 37.86,W 048 43 00.19
ILMUR,S 22 47 44.99,W 046 35 43.15
ILNAM,S 09 31 19.20,W 072 11 08.40
ILNEM,S 06 34 37.80,W 043 31 46.80
ILNEP,S 14 49 25.20,W 039 18 56.40
ILNER,N 03 52 16.20,W 060 46 45.60
ILNES,S 04 39 16.20,W 046 22 06.00
ILNID,S 14 56 18.60,W 039 35 37.80
ILNIM,S 16 43 11.28,W 054 45 07.25
ILNOD,S 23 09 00.00,W 051 43 20.40
ILNOG,S 10 00 21.00,W 056 45 58.80
ILNOM,S 08 38 06.60,W 048 22 52.20
ILNOP,S 14 16 30.60,W 039 26 53.40
ILNOS,S 11 29 25.80,W 042 03 34.20
ILNOT,S 07 57 28.20,W 036 08 06.00
ILNUL,S 27 17 29.39,W 048 43 33.00
ILNUP,S 05 36 44.40,W 034 50 13.80
ILOI,S 02 27 07.87,W 054 56 53.85
ILPAG,S 22 05 16.42,W 047 52 59.99
ILPAV,S 17 43 54.00,W 048 59 42.60
ILPER,S 01 03 43.20,W 049 03 42.60
ILPIS,S 22 04 10.20,W 040 32 22.80
ILPIV,S 29 47 22.80,W 051 49 51.00
ILPOB,S 26 38 15.40,W 048 50 46.54
ILPOS,S 15 31 07.20,W 046 02 20.40
ILPUR,S 12 52 13.20,W 042 43 47.40
ILPUX,S 20 23 50.94,W 054 36 16.21
ILRAP,S 27 32 45.06,W 049 35 33.44
ILRAT,S 21 54 12.89,W 041 38 27.28
ILREN,S 23 32 56.83,W 047 07 40.35
ILRES,S 13 09 23.40,W 062 21 12.00
ILRET,S 07 03 34.00,W 037 45 23.00
ILREX,S 16 29 30.00,W 039 04 57.00
ILRIP,S 09 38 36.00,W 049 15 59.00
ILRIT,S 25 10 53.40,W 049 11 25.80
ILROP,S 20 07 32.30,W 043 48 02.80
ILROS,S 26 08 37.96,W 049 20 06.40
ILRUK,S 27 39 53.67,W 048 46 11.97
ILRUR,S 03 45 04.76,W 038 37 42.65
ILSAN,S 22 54 22.61,W 047 29 00.39
ILSAT,S 02 02 05.40,W 048 19 03.00
ILSEL,S 16 15 39.00,W 047 58 15.60
ILSES,S 22 59 04.20,W 046 51 15.22
ILSIG,S 23 04 30.60,W 045 36 31.20
ILSIN,S 15 10 52.80,W 038 50 02.40
ILSIP,S 18 56 02.40,W 043 39 30.60
ILSOL,S 05 49 25.20,W 049 39 37.80
ILSOR,S 23 45 20.40,W 046 20 49.80
ILSOS,S 05 45 13.20,W 047 23 48.00
ILSOV,S 09 19 33.00,W 063 36 35.40
ILSOX,S 14 26 08.40,W 040 21 10.20
ILSUB,S 02 01 48.60,W 060 09 54.00
ILSUD,S 02 52 04.20,W 044 04 54.00
ILSUG,S 10 07 06.60,W 045 12 14.40
ILSUK,S 14 08 40.80,W 039 05 37.20
ILSUL,S 15 09 11.40,W 047 39 31.80
ILSUM,S 24 56 56.44,W 048 57 02.71
ILSUV,S 25 43 56.51,W 048 56 40.86
ILTAB,S 23 25 03.59,W 045 23 14.05
ILTAM,S 26 02 03.90,W 050 55 16.12
ILTAR,S 09 36 39.60,W 061 38 12.60
ILTAS,S 16 34 29.40,W 049 40 48.60
ILTAT,S 07 27 15.60,W 039 39 28.80
ILTED,S 15 20 36.00,W 039 24 01.20
ILTEG,S 11 44 58.80,W 062 05 06.00
ILTID,S 17 52 25.55,W 050 55 47.94
ILTIT,S 23 48 30.47,W 044 02 12.49
ILTIX,S 25 36 08.45,W 049 06 40.28
ILTOG,S 31 33 19.60,W 052 35 11.24
ILTON,S 06 57 12.00,W 035 23 36.00
ILTUG,S 02 43 22.00,W 056 20 56.00
ILTUM,S 27 34 43.56,W 048 42 41.12
ILVAK,S 19 45 50.24,W 043 50 11.41
ILVAN,S 10 41 45.60,W 037 25 19.20
ILVAV,S 04 53 49.23,W 047 43 43.75
ILVAX,S 28 13 42.03,W 054 43 38.78
ILVEB,S 23 27 00.06,W 046 39 10.74
ILVET,S 29 20 51.60,W 055 32 50.40
ILVIN,S 22 21 41.41,W 041 46 44.87
ILVIS,N 01 33 58.64,W 060 03 01.98
ILVIV,S 21 09 50.09,W 045 40 37.88
ILVOL,S 18 36 03.27,W 043 22 59.98
ILVOR,S 26 24 41.56,W 048 34 57.65
ILVUG,S 22 21 10.30,W 055 16 12.60
ILVUS,S 13 14 09.60,W 042 56 31.80
IL361,S 14 43 38.90,W 039 15 01.90
IL362,S 14 49 25.00,W 039 18 56.40
IL363,S 14 54 58.10,W 039 14 42.00
IL364,S 14 49 15.00,W 039 12 44.90
IL366,S 14 49 08.40,W 039 09 35.20
IL367,S 14 48 39.10,W 038 51 13.90
IMBAP,S 21 37 58.21,W 042 35 11.25
IMBEK,S 25 03 42.00,W 046 54 07.20
IMBES,S 14 11 57.00,W 045 01 15.00
IMBIB,S 25 52 03.59,W 049 17 52.04
IMBID,S 23 35 00.60,W 046 09 30.60
IMBIM,S 27 13 28.99,W 052 02 19.97
IMBIS,S 21 33 28.76,W 048 57 48.04
IMBIT,S 10 45 51.57,W 048 50 35.14
IMBOG,S 10 23 22.46,W 039 55 08.85
IMBOS,S 08 04 30.30,W 036 23 02.75
IMBOV,S 23 52 17.11,W 047 59 40.17
IMBUL,S 19 42 15.15,W 043 53 53.35
IMBUT,S 30 00 50.98,W 050 48 02.61
IMDAB,S 23 11 50.66,W 044 37 29.38
IMED,S 22 21 10.20,W 055 16 12.60
IMPEL,S 29 48 02.40,W 052 57 13.20
INASU,S 19 49 34.20,W 054 52 04.80
INDOB,S 00 13 49.20,W 050 33 46.80
INGA,S 07 52 57.00,W 072 57 55.20
INOB,S 04 00 43.80,W 069 42 00.60
INTEL,S 07 14 21.00,W 047 32 31.80
INTER,S 07 07 46.80,W 067 38 07.20
INTOL,S 01 21 39.00,W 032 49 53.40
IPA02,S 29 59 37.29,W 051 13 17.00
IPIT,S 12 49 00.00,W 038 04 40.80
IP001,S 19 17 22.80,W 042 22 32.40
IP002,S 19 33 02.40,W 042 32 13.20
IP003,S 19 39 06.00,W 042 35 58.20
IP004,S 19 23 26.40,W 042 26 16.80
IRAXO,S 19 53 25.80,W 043 50 21.00
IREBO,S 15 58 33.00,W 047 31 30.00
IREGA,S 09 51 07.80,W 038 15 19.20
IREKI,S 29 18 31.20,W 048 21 28.80
IREN,S 12 17 04.80,W 038 19 39.60
IRILA,S 21 59 49.20,W 041 31 12.00
IRILU,S 29 06 49.20,W 051 25 45.60
IRIXO,S 09 47 37.80,W 040 42 15.60
IRLAM,S 20 48 03.60,W 054 03 12.00
IROMA,S 26 05 53.22,W 049 33 41.37
IRONA,S 21 53 43.00,W 037 26 47.00
IROPU,S 23 25 31.05,W 047 04 03.91
IRORO,S 09 44 00.00,W 040 49 33.60
IROV,S 05 58 04.80,W 047 32 04.20
IRUBO,S 18 16 49.40,W 049 17 13.55
IRUKO,S 10 59 57.80,W 036 54 31.60
IRULA,S 16 46 31.80,W 048 05 03.00
IRULI,S 14 39 12.00,W 049 14 24.60
IRULU,S 09 39 27.00,W 046 12 51.00
IRUMA,S 14 40 31.20,W 039 42 39.60
IRUMI,S 15 00 55.20,W 038 18 23.40
IRUMO,S 04 06 01.80,W 059 57 18.00
IRUPI,S 23 17 30.60,W 047 00 27.00
IRURA,S 03 58 01.80,W 039 11 09.00
IRUVI,S 25 25 21.57,W 049 21 40.76
IRUVO,S 21 12 25.48,W 044 34 38.99
IRUXI,S 20 32 59.00,W 042 19 10.00
ISADO,S 07 26 03.60,W 034 30 45.60
ISAKA,S 15 55 08.40,W 047 48 04.80
ISALA,S 31 40 34.20,W 054 26 46.80
ISANI,N 04 14 58.80,W 061 35 31.80
ISANU,S 03 06 45.00,W 052 40 35.40
ISAPA,S 22 49 59.23,W 043 22 40.90
ISARA,S 10 46 22.80,W 067 38 00.60
ISASI,S 27 34 46.34,W 048 42 42.99
ISASU,S 03 02 12.00,W 060 09 03.00
ISEBU,S 13 23 26.68,W 057 57 25.78
ISEDU,S 26 34 28.40,W 048 47 15.48
ISELI,S 21 17 28.50,W 050 46 21.36
ISELO,S 09 40 45.60,W 038 36 25.20
ISEMA,S 21 26 57.84,W 051 57 20.56
ISEPA,S 29 59 32.40,W 051 16 58.20
ISESA,S 12 14 24.00,W 040 06 00.00
ISESO,S 23 10 36.60,W 046 53 51.00
ISETU,S 04 39 13.40,W 059 16 44.73
ISEVU,S 22 57 26.91,W 047 12 15.00
ISGUL,S 19 44 02.40,W 043 52 18.60
ISGUM,S 26 27 42.71,W 048 28 38.96
ISIBI,S 22 32 48.76,W 048 27 13.19
ISIDA,S 23 35 30.28,W 046 40 49.96
ISIKA,S 30 04 52.35,W 051 03 27.94
ISILA,S 18 11 46.42,W 039 37 43.53
ISIMU,S 23 31 14.03,W 046 20 19.45
ISIPA,S 04 36 30.66,W 059 54 25.51
ISIVA,S 02 23 00.00,W 059 59 25.80
ISIXU,S 03 03 34.20,W 044 14 05.40
ISKAB,S 03 19 00.00,W 044 26 27.00
ISKAD,S 15 30 25.80,W 055 57 39.60
ISKAG,S 22 39 03.33,W 043 11 36.09
ISKEX,S 30 15 01.84,W 051 51 15.37
ISKOL,S 13 04 07.28,W 058 12 56.19
ISKUL,S 23 28 51.53,W 046 38 37.05
ISLAL,S 19 36 26.73,W 050 00 37.77
ISLEG,S 19 38 58.92,W 044 21 43.28
ISLEK,S 27 02 39.91,W 052 50 10.33
ISLIG,S 04 13 17.41,W 059 49 26.63
ISLIT,S 28 50 18.60,W 053 51 56.40
ISLOR,S 23 28 13.34,W 047 29 52.70
ISLUT,S 12 42 26.08,W 057 09 02.38
ISMEK,S 19 11 11.75,W 043 49 26.91
ISMEL,S 17 14 22.66,W 048 48 32.73
ISMOB,S 21 47 21.04,W 047 11 49.26
ISMOT,S 19 02 08.70,W 057 45 44.15
ISNEP,S 03 23 11.31,W 059 58 48.32
ISNIL,S 27 20 12.65,W 051 13 19.67
ISNIX,S 26 39 05.77,W 048 49 27.00
ISNOG,S 20 24 41.79,W 044 20 17.64
ISNUD,S 02 56 31.28,W 059 38 24.94
ISNUV,S 19 30 47.53,W 043 35 13.32
ISOBA,S 01 43 42.60,W 059 31 33.00
ISOBI,S 09 09 54.00,W 048 55 52.80
ISOBU,S 30 45 22.20,W 053 27 47.40
ISODU,S 23 06 55.80,W 046 59 00.00
ISOGU,S 30 07 33.60,W 052 03 25.80
ISOKO,S 21 10 39.60,W 056 17 55.80
ISOLU,S 08 53 18.60,W 063 27 54.00
ISOM,S 23 40 18.00,W 043 32 38.40
ISOMI,S 03 09 21.00,W 056 02 30.00
ISOMO,S 20 22 51.00,W 054 35 04.20
ISOMU,S 13 03 21.97,W 050 09 21.63
ISONI,S 21 39 06.60,W 056 14 34.20
ISONU,S 12 57 06.60,W 047 09 37.20
ISOPI,S 16 39 34.20,W 047 32 31.80
ISOSA,S 12 21 33.00,W 060 19 07.80
ISOSU,N 00 19 46.80,W 059 26 13.80
ISOVI,S 27 31 18.00,W 053 04 43.80
ISOVU,S 23 46 21.00,W 046 26 01.91
ISOXA,S 28 41 15.81,W 049 15 47.10
ISPAN,S 22 59 36.07,W 047 53 49.10
ISPIM,S 29 04 42.76,W 050 33 28.13
ISPOD,S 19 43 41.03,W 052 05 20.81
ISPOG,S 12 39 24.12,W 057 05 28.78
ISPUD,S 11 36 19.80,W 062 30 10.20
ISPUS,S 25 10 27.73,W 048 53 48.58
ISPUT,S 22 55 32.90,W 047 14 54.30
ISRAS,S 23 29 00.21,W 045 57 33.06
ISRIN,S 22 09 31.80,W 042 56 58.80
ISRUD,S 23 50 10.63,W 047 47 49.76
ISTAT,S 23 09 18.61,W 045 42 40.66
ISTEN,S 30 15 49.67,W 051 14 21.21
ISTIL,S 22 54 11.95,W 043 25 49.50
ISTOM,S 03 43 01.27,W 038 48 31.36
ISTUD,S 25 41 50.20,W 049 30 54.46
ISUDA,S 14 05 55.20,W 038 46 04.80
ISUDU,S 15 35 45.00,W 056 52 29.40
ISUGI,S 05 06 25.80,W 038 30 54.60
ISUGO,S 12 47 56.40,W 059 01 24.00
ISUGU,S 09 06 01.20,W 042 25 39.60
ISUKA,S 16 13 34.80,W 054 20 46.80
ISUKO,S 30 04 55.80,W 051 25 10.80
ISUKU,S 06 45 00.00,W 038 32 49.80
ISUNA,S 27 55 29.40,W 052 46 13.20
ISUNU,S 02 14 33.60,W 059 57 42.00
ISUPA,S 07 43 09.00,W 019 31 41.40
ISUPI,S 03 21 53.40,W 040 31 20.40
ISUPO,S 14 57 16.80,W 038 13 09.00
ISUPU,S 23 45 21.78,W 047 00 06.13
ISURA,S 08 13 01.80,W 063 27 06.60
ISURI,S 06 12 43.80,W 045 14 33.60
ISURO,S 11 34 59.40,W 047 46 46.20
